121,0,51,181,Syn.Strings1
121,1,51,182,Syn.Strings3
121,0,52,183,Syn.Strings2
121,0,53,184,Choir 1
121,1,53,185,Choir 2
121,0,54,186,Voice
121,1,54,187,Humming
121,0,55,188,Synth Voice
121,1,55,189,Analog Voice
121,0,56,190,OrchestraHit
121,1,56,191,Bass Hit
121,2,56,192,6th Hit
121,3,56,193,Euro Hit
121,0,57,194,Trumpet
121,1,57,195,Dark Trumpet
121,0,58,196,Trombone 1
121,1,58,197,Trombone 2
121,2,58,198,Bright Tb
121,0,59,199,Tuba
121,0,60,200,MuteTrumpet1
121,1,60,201,MuteTrumpet2
121,0,61,202,French Horn1
121,1,61,203,French Horn2
121,0,62,204,Brass 1
121,1,62,205,Brass 2
121,0,63,206,Synth Brass1
121,1,63,207,Synth Brass3
121,2,63,208,AnalogBrass1
121,3,63,209,Jump Brass
121,0,64,210,Synth Brass2
121,1,64,211,Synth Brass4
121,2,64,212,AnalogBrass2
121,0,65,213,Soprano Sax
121,0,66,214,Alto Sax
121,0,67,215,Tenor Sax
121,0,68,216,Baritone Sax
121,0,69,217,Oboe
121,0,70,218,English Horn
121,0,71,219,Bassoon
121,0,72,220,Clarinet
121,0,73,221,Piccolo
121,0,74,222,Flute
121,0,75,223,Recorder
121,0,76,224,Pan Flute
